Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
10:03:02,2664,728,170496000,46592000,11.74,11.92,11.74,11.91,532.27,145.45,34065173.25,9309092.19,100%,100%,33,33,33
10:03:07,2757,622,176448000,39808000,11.81,11.92,11.81,11.92,550.56,124.21,35235923.29,7949431.25,100%,100%,34,34,34
10:03:12,2718,653,173952000,41792000,11.83,11.89,11.83,11.89,542.93,130.43,34747223.07,8347755.29,100%,100%,35,35,35
10:03:17,2714,660,173696000,42240000,11.8,12,11.8,11.99,542.12,131.83,34695967.23,8437285.91,100%,100%,36,36,36
10:03:22,2730,669,174720000,42816000,11.73,11.87,11.73,11.87,545.4,133.65,34905916.39,8553459.75,100%,100%,37,37,37
10:03:27,2735,666,175040000,42624000,11.72,11.87,11.72,11.87,546.33,133.04,34965301.19,8514291.66,100%,100%,38,38,38
10:03:32,2727,643,174528000,41152000,11.83,11.98,11.83,11.98,544.83,128.46,34868993.1,8221739.88,100%,100%,39,39,39
10:03:37,2730,637,174720000,40768000,11.84,11.96,11.84,11.96,545.46,127.27,34909241.23,8145305.82,100%,100%,40,40,40
10:03:42,2718,645,173952000,41280000,11.84,12.02,11.84,12.02,543.18,128.9,34763767.69,8249305.08,100%,100%,41,41,41
10:03:47,2724,655,174336000,41920000,11.79,11.99,11.79,11.99,543.98,130.81,34814885.75,8371539.79,100%,100%,42,42,42
10:03:52,2608,750,166912000,48000000,11.84,12.03,11.84,12.03,521.17,149.87,33355193.74,9591808.71,100%,100%,43,43,43
10:03:57,2678,693,171392000,44352000,11.81,12.01,11.8,12.01,535.11,138.47,34247025.74,8861886.38,100%,100%,44,44,44
10:04:02,2731,654,174784000,41856000,11.76,11.96,11.76,11.96,545.61,130.66,34919052.72,8362396.22,100%,100%,45,45,45
10:04:07,2709,666,173376000,42624000,11.8,11.98,11.8,11.98,541.12,133.02,34631513.8,8513523.9,100%,100%,46,46,46
10:04:12,2724,649,174336000,41536000,11.81,11.96,11.81,11.96,544.62,129.76,34855785.3,8304592.58,100%,100%,47,47,47
10:04:17,2672,692,171008000,44288000,11.85,11.95,11.84,11.95,533.98,138.29,34174406.4,8850383.78,100%,100%,48,48,48
10:04:22,2696,670,172544000,42880000,11.84,11.98,11.84,11.97,538.81,133.9,34483949.56,8569612.32,100%,100%,49,49,49
10:04:27,2712,645,173568000,41280000,11.86,11.99,11.86,11.99,542.06,128.92,34692150.12,8250647.45,100%,100%,50,50,50
10:04:32,2724,646,174336000,41344000,11.8,12.02,11.8,12.01,544.38,129.1,34840066.44,8262569.66,100%,100%,51,51,51
10:04:37,2682,689,171648000,44096000,11.8,12.02,11.8,12.02,535.72,137.62,34285946.04,8807846.32,100%,100%,52,52,52
10:04:42,2692,695,172288000,44480000,11.76,11.91,11.76,11.9,537.94,138.89,34428092.32,8888669.09,100%,100%,53,53,53
10:04:47,2724,664,174336000,42496000,11.77,11.88,11.76,11.87,544.25,132.67,34832135.71,8490886.51,100%,100%,54,54,54
10:04:52,2726,680,174464000,43520000,11.7,11.84,11.7,11.84,544.68,135.87,34859773.23,8695647.58,100%,100%,55,55,55
10:04:57,2720,655,174080000,41920000,11.81,11.99,11.81,11.99,543.2,130.8,34764888.14,8371490.43,100%,100%,56,56,56
10:05:02,2703,682,172992000,43648000,11.76,11.93,11.76,11.93,540.08,136.26,34565031.33,8720796.23,100%,100%,57,57,57
10:05:07,2651,706,169664000,45184000,11.86,12.06,11.86,12.05,529.41,141,33882368.34,9023942,100%,100%,58,58,58
10:05:12,2543,616,162752000,39424000,11.79,11.91,11.79,11.9,543.8,131.75,34802905.07,8431768.83,100%,100%,59,59,59
