Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
09:33:34,2773,619,177472000,39616000,11.78,11.76,11.78,11.76,554.03,123.68,35457909.7,7915249.7,100%,100%,29,29,29
09:33:39,2718,671,173952000,42944000,11.81,11.71,11.81,11.71,543.11,134.1,34759171.23,8582090.57,100%,100%,30,30,30
09:33:44,2751,650,176064000,41600000,11.75,11.68,11.75,11.68,549.28,129.78,35154041.67,8305940.54,100%,100%,31,31,31
09:33:49,2726,688,174464000,44032000,11.71,11.63,11.71,11.63,544.79,137.49,34866818.81,8799604.4,100%,100%,32,32,32
09:33:54,2710,699,173440000,44736000,11.73,11.65,11.73,11.64,541.49,139.66,34655354.8,8938403.03,100%,100%,33,33,33
09:33:59,2694,695,172416000,44480000,11.81,11.69,11.81,11.69,538.33,138.88,34452919.29,8888363.2,100%,100%,34,34,34
09:34:04,2779,688,177856000,44032000,11.56,11.46,11.56,11.46,554.88,137.37,35512573.87,8791919.72,100%,100%,35,35,35
09:34:09,2766,683,177024000,43712000,11.61,11.53,11.6,11.53,552.65,136.46,35369761.66,8733339,100%,100%,36,36,36
09:34:14,2787,694,178368000,44416000,11.48,11.46,11.48,11.46,556.87,138.67,35639932.25,8874602.96,100%,100%,37,37,37
09:34:19,2841,679,181824000,43456000,11.37,11.33,11.37,11.33,567.32,135.59,36308689.78,8677590.66,100%,100%,38,38,38
09:34:24,2732,687,174848000,43968000,11.7,11.61,11.7,11.6,546.05,137.31,34947059.17,8787690.99,100%,100%,39,39,39
09:34:29,2756,656,176384000,41984000,11.73,11.58,11.73,11.58,550.87,131.12,35255468.11,8391872.17,100%,100%,40,40,40
09:34:34,2680,722,171520000,46208000,11.75,11.66,11.75,11.65,535.61,144.29,34279175.55,9234878.85,100%,100%,41,41,41
09:34:39,2733,669,174912000,42816000,11.74,11.7,11.74,11.7,546.4,133.75,34969286.14,8559957.34,100%,100%,42,42,42
09:34:44,2696,713,172544000,45632000,11.73,11.7,11.73,11.7,538.54,142.42,34466703.88,9115117.49,100%,100%,43,43,43
09:34:49,2756,650,176384000,41600000,11.75,11.65,11.75,11.65,550.48,129.82,35230486.19,8308622.58,100%,100%,44,44,44
09:34:54,2748,648,175872000,41472000,11.78,11.66,11.78,11.65,548.89,129.43,35128703.75,8283683.91,100%,100%,45,45,45
09:34:59,2725,684,174400000,43776000,11.72,11.65,11.72,11.65,544.58,136.69,34853212.12,8748202.1,100%,100%,46,46,46
09:35:04,2770,651,177280000,41664000,11.7,11.58,11.69,11.57,553.24,130.02,35407323.19,8321337.41,100%,100%,47,47,47
09:35:09,2751,661,176064000,42304000,11.71,11.67,11.71,11.66,549.66,132.07,35178535.71,8452516.57,100%,100%,48,48,48
09:35:14,2701,704,172864000,45056000,11.73,11.67,11.73,11.67,539.74,140.68,34543293.5,9003675.56,100%,100%,49,49,49
09:35:19,2724,672,174336000,43008000,11.79,11.64,11.79,11.63,544.34,134.29,34837536.83,8594331.64,100%,100%,50,50,50
09:35:24,2770,647,177280000,41408000,11.72,11.55,11.72,11.55,553.5,129.28,35424201.65,8274086.89,100%,100%,51,51,51
09:35:29,2755,654,176320000,41856000,11.72,11.66,11.72,11.65,550.3,130.63,35219240.67,8360405.76,100%,100%,52,52,52
09:35:34,2750,683,176000000,43712000,11.65,11.6,11.65,11.6,549.5,136.48,35168256.12,8734624.83,100%,100%,53,53,53
09:35:39,2712,680,173568000,43520000,11.79,11.73,11.79,11.73,541.83,135.85,34676803.55,8694209.51,100%,100%,54,54,54
09:35:44,2730,675,174720000,43200000,11.74,11.69,11.74,11.68,545.48,134.87,34910709.38,8631864.62,100%,100%,55,55,55
09:35:49,2706,703,173184000,44992000,11.75,11.56,11.75,11.56,540.71,140.47,34605621.16,8990359.9,100%,100%,56,56,56
09:35:54,2662,732,170368000,46848000,11.79,11.69,11.79,11.69,531.71,146.21,34029470.55,9357322.96,100%,100%,57,57,57
09:35:59,2713,698,173632000,44672000,11.71,11.72,11.71,11.72,541.95,139.43,34684918.09,8923566.57,100%,100%,58,58,58
09:36:04,2532,679,162048000,43456000,11.68,11.56,11.68,11.55,539.94,144.81,34556442.46,9268054.03,100%,100%,59,59,59
